id,link,text,date,likes,comments
19,https://twitter.com/ejmalrai/status/1727276615632134242#m,"We know that #Hamas took prisoners on 7 October, including civilians.  Do you know where & how #Israel took 150 children & women under 18 (only 8 over that age) to be released tomorrow?  Just ask yourself this question & you will understand the 7th of October attack.","Nov 22, 2023 · 10:43 AM UTC",18352,1496
20,https://twitter.com/feraljokes/status/1726460744856949095#m,"I figured it out we can get white people on board if we say free Palestine like ""sweet Caroline""","Nov 20, 2023 · 4:41 AM UTC",60427,279
21,https://twitter.com/GenXFatBastard/status/1727670419816370521#m,It’s a bad deal for Israel.,"Nov 23, 2023 · 12:48 PM UTC",0,0
22,https://twitter.com/mishtal/status/1727595730108371345#m,Hey @bbcnews + the rest  Remember last week?   You printed endless stories given to you by the Head of Shifa hospital & we would scream that you were spreading Hamas propaganda.    And you just ignored us all.  Well Israel just arrested him as Hamas!    DO YOU HAVE ANY COMMENT?,"Nov 23, 2023 · 7:51 AM UTC",1599,229
23,https://twitter.com/Megatron_ron/status/1727652086483939398#m,"BREAKING:  🇨🇳China slaps genocidal 🇮🇱Israel, who no longer respect anything in the UN assembly","Nov 23, 2023 · 11:35 AM UTC",731,43
24,https://twitter.com/muhdnaimmustafa/status/1727260098521911505#m,Walaupun berlaku gencatan senjata selama 4 hari nanti.  Teruskan bercakap tentang kekejaman Zionist. Teruskan boikot company yang terlibat secara lansung dgn zionist.  Sebab ekonomi Israel dah mula nak runtuh. Ini jihad kita walaupun sekecil kecil jihad.  Tetapkan iman.,"Nov 22, 2023 · 9:37 AM UTC",4858,3
25,https://twitter.com/zei_squirrel/status/1727197024427327633#m,"Malcolm X gives the perfect description of what ultimate victory for any liberation movement, including that of Palestine, looks like","Nov 22, 2023 · 5:27 AM UTC",1506,16
26,https://twitter.com/adliehassan/status/1727568508094185843#m,They’ve changed the calendar guy!,"Nov 23, 2023 · 6:03 AM UTC",18,2
27,https://twitter.com/M_Umar_20/status/1727443032662753598#m,@Cobratate address the Palestine Israel conflict,"Nov 22, 2023 · 9:44 PM UTC",0,0
28,https://twitter.com/Henry001970/status/1727670303394840951#m,"That is the tragedy! If me and you know that, you think Israel doesn’t? But they still did it.","Nov 23, 2023 · 12:47 PM UTC",0,0
29,https://twitter.com/BlackDouglas/status/1727436867417874488#m,The people marching for Palestine. The Greens and the Progressives need to lead those people.,"Nov 22, 2023 · 9:20 PM UTC",7,0
30,https://twitter.com/sweetyur3ii/status/1727259555363700809#m,"""Oh yeah dw it didn't hurt my feelings"" me right after saying that bullshit","Nov 22, 2023 · 9:35 AM UTC",82,0
31,https://twitter.com/BatataKrisp/status/1727670245622505735#m,Israel didn’t break the ceasefire on 7.10 I’m sorry but you can’t invade a country and slaughter more than thousand civilians and complain about the consequences of war. Not a single innocent Palestinian would have died if Hamas didn’t use them as human shields,"Nov 23, 2023 · 12:47 PM UTC",0,0
32,https://twitter.com/JoshuaPHilll/status/1727336365325734024#m,He literally says he posted so that “more Israelis would be able to see Palestinians as human beings” and got arrested.,"Nov 22, 2023 · 2:40 PM UTC",14974,59
33,https://twitter.com/ShealmrYrefm/status/1727669990772326509#m,You went to Israel and figured Palestinians live only in Gaza? You should do better.,"Nov 23, 2023 · 12:46 PM UTC",0,0
34,https://twitter.com/AmourAnimal/status/1727669899948966168#m,#FreePalestine #Israel #WarCrimes https://vm.tiktok.com/ZMjoVSee8/,"Nov 23, 2023 · 12:46 PM UTC",0,0
35,https://twitter.com/lorenzokamel/status/1717282540287865035#m,"below a list of Palestinian villages depopulated (razed to the ground, or renamed) around the #GazaStrip in 1948.  The 1st column in both screenshots includes Israel's villages built over them. PS Check the case of #Huj, even Wikipedia is enough for that: https://en.wikipedia.org/wiki/Huj,_Gaza","Oct 25, 2023 · 8:50 PM UTC",312,3
36,https://twitter.com/nmqlinrz/status/1726854437904547998#m,"korang ingat qunut nazilah yang korang baca tu takde effect ke? come on la, kalau Allah bagi cash depan mata korang, nt korang riak pulak. so Allah maha bijaksana, walaupun zahir nampak macam bangsat israel ni kuat tapi dekat dalaman depa, boomm kebabommm, so keep it up doa korang","Nov 21, 2023 · 6:45 AM UTC",2683,2
37,https://twitter.com/sagivjabotinsky/status/1727670318653636759#m,Yes because Israel is not a terrorist organization and it does'nt use civilian facilities for  military purposes.,"Nov 23, 2023 · 12:47 PM UTC",0,0
38,https://twitter.com/JlLYTRASH/status/1727669890432037140#m,zionists conflating Israel and Judaism is one of more subtle dirty moves they’ve made so far,"Nov 23, 2023 · 12:46 PM UTC",0,0
39,https://twitter.com/MarionMarechal/status/1713109263491465671#m,Les Frères musulmans sont le même courant islamiste que le #Hamas qui a frappé de manière barbare Israël. Le Hamas a appelé à une journée de djihad international. Son message a été entendu jusqu’à #Arras. Il faut interdire ces réseaux et les Frères musulmans en France.  Signez la pétition sur https://www.stop-freres-musulmans.fr/,"Oct 14, 2023 · 8:27 AM UTC",3812,201
40,https://twitter.com/RyLiberty/status/1712100765555425560#m,Israel stole the bomb and killed JFK. #RyanDawsonFilm #NUMEC,"Oct 11, 2023 · 1:40 PM UTC",8695,485
41,https://twitter.com/TurgayEvren1/status/1727375809852190954#m,"""Bana Merhameti Öğret"": Filistin ve diğer mazlum coğrafyalardaki öğretmen ve öğrencilerle empati şarkımız!   ""Teach Me Mercy"": Our song of empathy with teachers and students in Palestine and other oppressed lands!  sung by @MehruSyed1   Full Version:   👇  https://youtu.be/LyOszqlOFy4?si=lHYUZewgnsCFXsSx","Nov 22, 2023 · 5:17 PM UTC",181,23
42,https://twitter.com/AJENews/status/1727636288592093367#m,BREAKING: Gaza's Health Ministry says will stop coordinating with WHO in hospital evacuations after Israel arrested al-Shifa director - follow live updates: https://aje.io/delf2t,"Nov 23, 2023 · 10:32 AM UTC",171,16
43,https://twitter.com/SergioAJBarrett/status/1727509943132066053#m,"É um vídeo longo, mas vale assistir para se ver o TAMANHO da IRRACIONALIDADE e do OBSCURANTISMO que levam Evangélicos a defenderem CEGAMENTE o SIONISMO CRIMINOSO de Israel. E tudo baseado em um enredo intrincado que termina com os judeus ABANDONANDO o Judaísmo. Coerência ""total""","Nov 23, 2023 · 2:10 AM UTC",96,7
44,https://twitter.com/kloppfc24/status/1727453050606960927#m,"2002 • March 29: Israel begins construction of the West Bank barrier, a wall that separates Israel from the Palestinian territories.","Nov 22, 2023 · 10:24 PM UTC",79,1
45,https://twitter.com/aly_benzema/status/1727239027378856058#m,"Ini adalah kejahatan teroris Israel, yang didukung oleh sebagian besar negara di dunia, semua warga sipil ini aman di rumah mereka dekat pasar. Rumah Keluarga Al-Agha di Khan Yunis, Gaza, Ini Adegan yang Tak Terekspos Bom yang Terjadi Dua Hari Lalu.   #GazaUnderGenocide","Nov 22, 2023 · 8:14 AM UTC",733,16
46,https://twitter.com/SinarOnline/status/1727669053907767322#m,#ICYMI Ehud Barak akui terdapat kubu bawah tanah di Hospital Al-Shifa dibina kontraktor Israel pada tahun 80-an  https://www.sinarharian.com.my/article/636005/global/penipuan-rejim-zionis-terbongkar,"Nov 23, 2023 · 12:42 PM UTC",3,0
47,https://twitter.com/liyungothoni/status/1727456338282713216#m,"Der Sohn des #Hamas Gründers Hassan Yousef warnt den Westen vor dem Terrorismus, welchen die Organisation seines Vaters verübt.  „Wenn Israel in Gaza scheitert, ist der Westen als nächstes dran.“  Hört auf diesen Mann!  #Israel #Gaza","Nov 22, 2023 · 10:37 PM UTC",628,24
48,https://twitter.com/MuhammadSmiry/status/1727041993627558344#m,5840 children were killed in Gaza in 46 days that’s not including the missing ones under the rubble.,"Nov 21, 2023 · 7:11 PM UTC",20211,491
49,https://twitter.com/TamimBarghouti/status/1725883508709630401#m,إسرائيل نبشت القبر الجماعي في مجمع الشفاء الطبي وسرقت جثامين الفلسطينيين   Israel exhumed the mass grave in the Shifa medical complex and stole the bodies of Palestinians  #Gaza #غزة_الآن #غزة,"Nov 18, 2023 · 2:27 PM UTC",3948,149
50,https://twitter.com/MetanoiChristIn/status/1710619767407591735#m,"Toutes mes prières au peuple d'Israël 🙏 En pleine fêtes de Souccot (sortie du pays d'Egypte) et à 50 ans (jubilé de Dieu) de la guerre de Kippour. Tous les signes sont là , préparez-vous les amis🙏🙏🙏","Oct 7, 2023 · 11:35 AM UTC",0,1
51,https://twitter.com/gomezaleuru/status/1727670028697289017#m,Hay que pensarlo varias veces antes de meterse con Israel.,"Nov 23, 2023 · 12:46 PM UTC",1,0
52,https://twitter.com/fijiflowers8888/status/1727443544091034040#m,This guy worked in the government. 99-02 he worked on the Israeli Palestine peace process… are you seriously comparing the 2?,"Nov 22, 2023 · 9:46 PM UTC",0,0
53,https://twitter.com/IsraelIgna8581/status/1706298479214043420#m,Martin Luther king Jr,"Sep 25, 2023 · 1:23 PM UTC",2,3
54,https://twitter.com/fmomboisse/status/1727653883105677344#m,"“Vous échangez 50 otages israéliens contre 150 prisonniers palestiniens, vous pensez que les vies ne se valent pas?”, question hallucinante de la journaliste anglaise à qui @EylonALevy répond qu’Israël serait ravi d’échanger 1 pour 1..!","Nov 23, 2023 · 11:42 AM UTC",45,3
55,https://twitter.com/diamoundgirls2/status/1710548312384774464#m,Check out 🏒 Huge 300 + CANADIENS different cards lot 1975 - 2023 17 HOF https://www.ebay.com/itm/186110222579?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=Z1DaHEQgTUq&sssrc=2047675&ssuid=Z1DaHEQgTUq&widget_ver=artemis&media=TW #eBay via @eBay Israel Gaza Hamas #AsianGames Steve Cohen Klaus Schwab Tel Aviv Nebraska Palestinian Kansas State OTEV Lido #SmackDown #isles Hockey NHL MLB NFL NBA Habs Montreal,"Oct 7, 2023 · 6:51 AM UTC",1,0
56,https://twitter.com/IDentityIOTS/status/1727669993372803170#m,"👋 🇮🇱 🇵🇸  ""What does Israel want?""❔  Israel wants Palestinians to STOP attacking them; but instead, LOVE Israelis❣️  WHY❔  Because VIOLENCE 😡 hardens them 🇮🇱 against the Palestinians; while LOVE 💕 softens their heavy-handedness towards Palestinians.  💕 Love BREEDS Love. 💕","Nov 23, 2023 · 12:46 PM UTC",0,0
57,https://twitter.com/LizzieZainuddin/status/1727670338107101604#m,Pelik baca petikan ni!!!!...#Palestinian need Palestin..❌ #ısrael,"Nov 23, 2023 · 12:48 PM UTC",0,0
58,https://twitter.com/Li_Kcznski/status/1727581896345805167#m,"Yo quisiera recordaros aquella vez, en los ataques de 2014, cuando Penélope Cruz y Javier Bardem se manifestaron solos en contra del gobierno sionista de Israel y a favor del pueblo Palestino y al cabo de unos días tuvieron que aparecer cabizbajos rectificando.","Nov 23, 2023 · 6:56 AM UTC",772,7
59,https://twitter.com/BThroughParty/status/1727665796925538678#m,"The ceasefire and hostage release between Israel and Hamas has been delayed until Friday.  Netanyahu says: “We are winning and we are going to continue to fight until we reach absolute victory.""  These are not the words of a man who is remotely interested in a peaceful settlement.","Nov 23, 2023 · 12:29 PM UTC",18,2
60,https://twitter.com/elikowaz/status/1727373394839314769#m,Here’s an example of what the hostage deal looks like.  Israel receive: 10-month-old Kfir Bibas Crime: Being Jewish  Hamas receive: Misoun Mussa  Crime: Stabbed female soldier Marah Bakeer Crime: Stabbed border cop Asra Jabas Crime: Attempted car bombing  No equivalence.,"Nov 22, 2023 · 5:08 PM UTC",7320,688
61,https://twitter.com/djabor/status/1727670172687725043#m,"until hamas is eradicated, this will not do anything. Israel will continue until it has fully sweeped through gaza.  you can pretend your little hate-marches had effect when israel decides it has met its objectives and ends its ground operation.","Nov 23, 2023 · 12:47 PM UTC",0,0
62,https://twitter.com/fabeak86/status/1727443261097439732#m,I stand with free Palestine.. I 'm from TURKIYE,"Nov 22, 2023 · 9:45 PM UTC",0,0
63,https://twitter.com/MaxBlumenthal/status/1727491760660623688#m,"In Buenos Aires, @rogerwaters earns loud applause going off on the Israel lobby that attempted to deny him entry to the country with phony antisemitism charges","Nov 23, 2023 · 12:58 AM UTC",1462,46
64,https://twitter.com/omarsuaifan/status/1727669094206394784#m,The World needs to hear the statement of Holocaust survivors. Israel has to stop! the USA and UK has to stop funding and arming the occupation.  Enough is Enough!. #GazaGenocide #Gaza #GazaConcentrationCamp,"Nov 23, 2023 · 12:43 PM UTC",1,0
65,https://twitter.com/MenachemV/status/1727533364486234216#m,Sad to see the dangerous indoctrination of Australia’s youth at “school strike”  The chant “from the river to sea…” which calls for the annihilation of Israel & Jews is dangerous & destroys opportunities for peace  @theage @australian @theheraldsun @abcnews #schoolstrike @3AW693,"Nov 23, 2023 · 3:43 AM UTC",345,216
66,https://twitter.com/SoftWarNews/status/1727669222208405804#m,Breaking  Angkatan Laut Aljazair menyita kapal Jerman yang membawa rudal dan amunisi perang untuk Israel dan membawanya ke pantai Aljazair.   Kini jenderal Israel mengeluhkan ketidakamanan di Laut Merah dan Mediterania.   Dia juga menuntut NATO harus berurusan dengan Aljazair,"Nov 23, 2023 · 12:43 PM UTC",26,3
67,https://twitter.com/QudsNen/status/1727464425588654216#m,#Israel occupation forces detained paramedics to prevent them from assisting the wounded in the Balata camp in the #WestBank.  They also confiscated their phones and the ambulance's keys.,"Nov 22, 2023 · 11:09 PM UTC",2843,53
68,https://twitter.com/FCDOGovUK/status/1727386268995301758#m,"Today @David_Cameron hosted the Arab-Islamic Committee in London to discuss cooperation on the crisis in Israel and Gaza.  We are working together to secure the release of all hostages, increase the amount of aid into Gaza, and reach a long-term political solution to the crisis.","Nov 22, 2023 · 5:59 PM UTC",356,82
69,https://twitter.com/MintPressNews/status/1727447781051179244#m,"""Israel has the right to commit geno...""  A Freudian slip? The Prime Minister of Sweden, Ulf Kristersson, nearly stated that Israel has the right to commit genocide before correcting himself to say ""the right to self-defense"".","Nov 22, 2023 · 10:03 PM UTC",769,46
70,https://twitter.com/mrbarnicoat/status/1727670420688576668#m,"My new ""1 minute of exposing Israel"" video ⬇  Please like/repost/comment on THIS comment so that more people can see the atrocities/lies that Israel is committing  https://x.com/mrbarnicoat/status/1727324081345929449?s=20","Nov 23, 2023 · 12:48 PM UTC",0,0
71,https://twitter.com/franceinter/status/1727582062486434223#m,"""L'antisémitisme était latent, il était là, mais depuis le 7 octobre, il s'exprime au grand jour.""   Menacé de mort, ""parce que je suis juif"", l'animateur Arthur explique avoir une protection ""renforcée"" pour lui et sa famille depuis l'attaque du Hamas contre Israël.  #le710inter","Nov 23, 2023 · 6:57 AM UTC",1516,410
72,https://twitter.com/PhillipInIsrael/status/1727669876628521356#m,"A very realistic Palestinian, with pragmatic suggestions. - Sad, no one in the West listens to him.","Nov 23, 2023 · 12:46 PM UTC",8,0
73,https://twitter.com/123abczd/status/1727670038545453332#m,This guy love when Israel collects their deads sperm,"Nov 23, 2023 · 12:46 PM UTC",0,0
74,https://twitter.com/Dr_proPal/status/1727443617583665442#m,"Alright, in that case - does the cuisine in Gaza differ from the rest of Palestine in any way? Do you have any unique dishes? :)","Nov 22, 2023 · 9:47 PM UTC",0,0
75,https://twitter.com/ClareDalyMEP/status/1727351000611135810#m,"World Children's Day 2023. EU leaders sit around congratulating themselves for signing the UN Convention on the Rights of the Child, while their ally, Israel, ""defends itself"" by raining white phosphorus on a concentration camp full of children. Well, aren't we great?","Nov 22, 2023 · 3:39 PM UTC",25573,1211
76,https://twitter.com/_Gafas_y_reloj_/status/1727629179565346930#m,"Bueno qué, ¿os apuntáis a la #HuelgaGeneral de mañana? Vamos a parar España.","Nov 23, 2023 · 10:04 AM UTC",42,10
77,https://twitter.com/PumaChairo/status/1727512772882379051#m,"Solo en hollywood: puedes golpear mujeres y conservar tu chamba pero no se te ocurra estar en contra del genocidio, infanticidio y terrorismo de Israel.","Nov 23, 2023 · 2:21 AM UTC",2595,18
78,https://twitter.com/MathildePanot/status/1727437181743194607#m,"🕊 Grand meeting pour la paix et la justice en Palestine 🇵🇸  Retrouvez-moi demain à Marseille à 18h30, salle Magallon  En compagnie de @sebastiendelogu, @mbompard, @HalaAbouHassira et @salah_hamouri  Hâte de vous y retrouver 🤍","Nov 22, 2023 · 9:21 PM UTC",122,34
79,https://twitter.com/LadoNoticias/status/1727420905088000306#m,Israel sigue acumulando crímenes de guerra.  Ataque a una ambulancia con niños heridos en su interior. El odio hacia Israel también se va acumulando.,"Nov 22, 2023 · 8:16 PM UTC",178,11
80,https://twitter.com/abrirbrechauc3m/status/1727658610195648930#m,🇵🇸 ¿Cuánto saben las estudiantes sobre los vínculos de la uc3m con Israel?  🎥 En este vídeo descubrirás lo que la universidad no quiere que sepas. Defienden la excelencia mientras patrocinan un genocidio  👇👇,"Nov 23, 2023 · 12:01 PM UTC",18,1
81,https://twitter.com/AhmedAbofoul/status/1727609451195052245#m,"I woke up today to learn that Israel killed my cousin Rami Abofoul, his wife & his little daughter, & another daughter in critical condition after she lost her leg.  Alongside 13 members of my family's inlaws (Abu Obeid family) who were bombed in their home.","Nov 23, 2023 · 8:46 AM UTC",376,34
82,https://twitter.com/OwenJones84/status/1727328911179083845#m,The scale of the horror in Gaza is not properly understood - including by opponents of Israel's murderous onslaught.  This is why.,"Nov 22, 2023 · 2:11 PM UTC",1087,116
83,https://twitter.com/ONTVEgy/status/1727433451639386575#m,الرئيس الأمريكي جو بايدن يؤكد رفض الولايات المتحدة القاطع للتهجير القسري للفلسطينيين من غزة إلى الأراضي المصرية  #الانتخابات_الرئاسية_2024 #الانتخابات_الرئاسية_المصرية #انتخابات_الرئاسة #تضامناً_مع_فلسطين #In_solidarity_with_Palestine,"Nov 22, 2023 · 9:06 PM UTC",27,8
84,https://twitter.com/mxtunemusics/status/1727670008233472273#m,Muslims and other immigrants should establish their states in Europe. Like Israel established in Palestine. Immigrants have the right to have their own states and have the right to defend themselves isn't it?,"Nov 23, 2023 · 12:46 PM UTC",0,0
85,https://twitter.com/sahabatalaqsha/status/1727660698052751360#m,"Ridha dan sabar: Seorang bapak #Gaza melepas putrinya yang dibunuh Zionis 'Israel' hari ini, Rabu 23/11/2023.  @AJArabic","Nov 23, 2023 · 12:09 PM UTC",47,1
86,https://twitter.com/DuvalRoots/status/1727670429676953681#m,"If they’re not from Israel, they’re not Israeli","Nov 23, 2023 · 12:48 PM UTC",0,0
87,https://twitter.com/literallymecats/status/1727412669710540947#m,,"Nov 22, 2023 · 7:44 PM UTC",5190,12
88,https://twitter.com/regiadamavicius/status/1727664314696258009#m,"Sem contar que precisava de 2/3 dos votos totais que era 56 representantes ou seja precisava de 37 votos, mas obteve SÓ 33 votos a favor criação do Estado Israel, Ou seja Oswaldo Aranha Presidente da ONU deu um Golpe... Claro a mando dos Estados Unidos","Nov 23, 2023 · 12:24 PM UTC",4,2
89,https://twitter.com/ShaykhSulaiman/status/1726178513688920123#m,ISRAEL IS A TERRORIST STATE  AGREE?,"Nov 19, 2023 · 10:00 AM UTC",22141,1515
90,https://twitter.com/nvd6V9iqk1hArgU/status/1727670314547462258#m,האם זה נכון  ?  @limoodiran כנראהשהוא עושה אחלה של עבודה,"Nov 23, 2023 · 12:47 PM UTC",0,0
91,https://twitter.com/Real_MahoMaho/status/1727670049526169829#m,Lol i wonder what israel kids learn?,"Nov 23, 2023 · 12:46 PM UTC",0,1
92,https://twitter.com/PplsCityCouncil/status/1727072408413352047#m,VIVA VIVA TORTUGUITA!!,"Nov 21, 2023 · 9:12 PM UTC",2342,5
93,https://twitter.com/catboykomaba/status/1726984106410725686#m,just so we're clear they raped those inmates,"Nov 21, 2023 · 3:21 PM UTC",1781,1
94,https://twitter.com/publicsenat/status/1727398111344021692#m,"Israël : ""Les détenus administratifs palestiniens emprisonnés en Israël sans jugement sont perçus, en Palestine, comme étant en quelque sorte des otages"", explique Béligh Nabli. #SensPublic","Nov 22, 2023 · 6:46 PM UTC",41,5
95,https://twitter.com/vivafalastin/status/1727083212609081779#m,"racists, rapists, and abusers get to thrive in hollywood, but god forbid anyone stand with palestine","Nov 21, 2023 · 9:55 PM UTC",66861,180
96,https://twitter.com/farzanadoctor/status/1727364216150278475#m,"On Nov 13, 3 protestors disrupted the @GillerPrize  gala to expose @scotiabank's $500 million stake in Israeli arms manufacturing. They were charged; 1700+ writers have signed an open letter appealing to have the charges dropped + to show CanLit solidarity for Palestine. 1/2","Nov 22, 2023 · 4:31 PM UTC",138,2
97,https://twitter.com/denise_winf/status/1727443058856497643#m,I stand with Palestine and I’m from Scotland,"Nov 22, 2023 · 9:44 PM UTC",0,0
98,https://twitter.com/jacksonhinklle/status/1727417748236775893#m,🚨🇵🇸 FREE PALESTINE,"Nov 22, 2023 · 8:04 PM UTC",4427,414
99,https://twitter.com/andrewfeinstein/status/1727667084316795112#m,"As Israel pounds Gaza, BBC journalists accuse broadcaster of bias: In the latest newsroom fallout over the war, BBC journalists say the corporation is failing to humanise Palestinians https://aje.io/5vnkbn","Nov 23, 2023 · 12:35 PM UTC",47,3
100,https://twitter.com/sexybread_png/status/1727097050972684516#m,Do not stop using your voice. FREE PALESTINE. CALL FOR A CEASEFIRE. KEEP BOYCOTTING. KEEP LEARNING https://decolonizepalestine.com/?fbclid=PAAaY0VAWIFCif-zt146KdmSr67SparPpqkJ1BhcwlSbAa2o-mia3N_BT7G7E_aem_AeSydm2W91AVoPH8hx-m8-UgcDq8IX4P6pZLQd0MY8bz0PmC054iAzRWdcv4t2--rp8,"Nov 21, 2023 · 10:49 PM UTC",114,0
101,https://twitter.com/damaskesque/status/1727336952142475573#m,Continue the Boycott for Palestine on this year's #BlackFriday2023.  Free Palestine!,"Nov 22, 2023 · 2:43 PM UTC",17,2
102,https://twitter.com/DrLoupis/status/1727337282041008601#m,"Look what Hamas did.  Oh, wait. That was Israel.","Nov 22, 2023 · 2:44 PM UTC",18225,1357
